bl_code,name,quantity
BOTS21.C,Mini Spray Bottle,0
MX-04223,Mixing Bowl,0
MX-04263,Mixing Bowl,0
MX-0822,Mixing Bowl with Rubber Edges,0
ND-16441,Nail Art Bowtie in Rectangular Dispenser,0
SS-NARDWS32,Nail Art Display with Stand,0
ND-16442,Nail Art Gems and Crystals in a box,0
NW-16342,Nail Art Wheel Gems and Crystals Gold,0
NW-16331,Nail Art Wheel Gems and Crystals Silver,0
NW-16444,Nail Art Wheel Gems and Crystals Smileys,0
NW-18223,Nail Art Wheel Gems Assorted Small Black Shapes,0
BF-01231,Nail Block,0
BF-01251,Nail Block,0
BF-01271,Nail Block,0
BF-01291,Nail Block,0
BF-01301,Nail Block,0
BF-01311,Nail Block,0
BF-01441-1,Nail Block (10pcs. + 2 Free),0
BFCM.C,Nail Buffing Cream,0
NCM-1133,Nail Cutter Big,0
NCM-1133-1,Nail Cutter Small,0
DRY1.C,Nail Dryer,0
BRD1,Nail Dust Brush,43
BRD2,Nail Dust Brush,44
BRD3,Nail Dust Brush,22
BRD4,Nail Dust Brush,46
SO-14,Nail Dust Brush,0
COL1.C,Nail Dust Collector,0
COL2.C,Nail Dust Collector,0
COL3.C,Nail Dust Collector,0
E-018 Large,Nail Dust Collector,1
E-018 Small,Nail Dust Collector,0
ND-43,Nail Dust Collector,0
COL4.C,Nail Dust Collector Metal Grill,0
EW-312,"Nail Dust Collector, Metal Grill",10
TYD-NF-03444,Nail File Crescent 180/180 (10pcs + 2 Free),0
NF14.C,Nail File w/ Crystals,957
NF15.C,Nail File w/ Crystals,971
NF16.C,Nail File w/ Crystals,959
FRM1.C,Nail Form,50
FRM2.C,Nail Form,46
FRM3.C,Nail Form Butterfly,48
FO-13,Nail Form Dispenser,0
FRMH.C,Nail Form Holder,47
FO-35,Nail Forms,0
FO-43,Nail Forms,0
FO-53,Nail Forms,0
SO-34,Nail Polish Corrector Pen,0
PDB.C,Nail Polish Display Board,0
NS-01443,"Nail Polish Stickers, Full (10pcs. + 2 Free)",0
NS-01441,"Nail Polish Stickers, Tips (10pcs. + 2 Free)",0
NS-01442,"Nail Polish Stickers, Tips (10pcs. + 2 Free)",0
NWH.C,Nail Wipes Holder,0
NWR.C,Nail Wipes Roll,0
NPM-1133,Nipper,0
NG-230001,Nitrile Gloves,0
NG-230002,Nitrile Gloves,240
NGLV1.C,Nitrile Gloves 50 pairs,252
NGLV2.C,Nitrile Gloves 50 pairs,89
AGB-106-1,"NO. 2 Professional Gel Brush, Metal",0
AGB-106-2,"NO. 2 Professional Gel Brush, Metal",0
AGB-106-3,"NO. 4 Professional Gel Brush, Metal",0
AGB-106-4,"NO. 4 Professional Gel Brush, Metal",0
SSPH-001,Nonwoven G-string for women 35G white,0
SSTH,Non-woven Thong,0
SSTH20,Non-woven Thongs 20pk,0
SSTH-F,Non-woven Thongs 20pk FREE,0
SSWXS100,Non-woven Wax Strips 100pk,0
SSWXS-F,Non-woven Wax Strips 100pk FREE,0
OS-0135,Orange Stick (100pcs/pack),0
OS-0135-1,Orange Stick (100pcs/pack),0
BRPD1.C,Paddle Brush,788
BRPD2.C,Paddle Brush,718
HB-06221-1,Paddle Brush,0
HB-06354,Paddle Brush,0
HB-06221-1PK3,Paddle Brush (3pcs/pack),0
HB-06354PK3,Paddle Brush (3pcs/pack),0
SLP-2,Pedi Slippers w/ Toe Separators,116
PSL1.C,Pedicure Slippers,0
PSTL1.C,Pedicure Stool,0
CP1.C,Polish Corrector Pen,0
LP-200009,Portable Folding Lamp (Silver),1
NF17.C,Prof. Nail File 150/150,1461
NF18.C,Prof. Nail File 150/150,1743
NF19.C,Prof. Nail File 180/180,1793
NF20.C,Prof. Nail File Crescent 100/100 Grit,1746
NF22.C,Prof. Nail File Crescent 150/150 Grit,1916
NF21.C,Prof. Nail File Crescent 180/180 Grit,1866
NF23.C,Prof. Nail File Diamond,0
BRA2.2C,Professional Acrylic Brush no. 2,0
