bl_code,name,quantity
EL0219010074,Get The Color Dolce 7.4,70
EL0219010078,Get The Color Dolce 7.8MK,56
EL0219010081,Get The Color Dolce 8.1,53
EL0219010082,Get The Color Dolce 8.2,55
EL0219010083,Get The Color Dolce 8.3,55
EL0219010084,Get The Color Dolce 8.4,72
EL0219010091,Get The Color Dolce 9.1,47
EL0219010092,Get The Color Dolce 9.2,54
EL0219010093,Get The Color Dolce 9.3,53
EL0219010483,Get The Color Dolce 4.83,72
EL0219010501,Get The Color Dolce 5.01,69
EL0219010555,Get The Color Dolce 5.55,72
EL0219010583,Get The Color Dolce 5.83,49
EL0219010588,Get The Color Dolce 5.88,106
EL0219010601,Get The Color Dolce 6.01,69
EL0219010644,Get The Color Dolce 6.44,70
EL0219010683,Get The Color Dolce 6.83,61
EL0219010688,Get The Color Dolce 6.88,94
EL0219010701,Get The Color Dolce 7.01,68
EL0219010744,Get The Color Dolce 7.44,63
EL0219010783,Get The Color Dolce 7.83,53
EL0219010788,Get The Color Dolce 7.88,99
EL0219010801,Get The Color Dolce 8.01,61
EL0219010907,Get The Color Dolce 907,61
EL0219010911,Get The Color Dolce 911,61
EL0219010923,Get The Color Dolce 923,63
EL0310030000,I|Light Shine Neutral N,80
EL0310030001A,I|Light Shine Beige,83
EL0310030002A,I|Light Shine Gold,66
EL0310030003A,I|Light Shine Silver,57
EL0310030004A,I|Light Shine Brown,87
EL0310030005A,I|Light Shine Mocha,86
EL0310030006A,I|Light Shine Chocolate,86
EL0310030007A,I|Light Shine Chestnut,83
EL0310030008A,I|Light Shine Venetian Red,85
EL0310030009A,I|Light Shine Intensive Red,111
EL0310030010A,I|Light Shine Cardinal Red .,108
EL0310030011A,I|Light Shine Cherry,112
EL0310030012A,I|Light Shine Jeans,99
EL0310030013,I|Light Shine Violet,107
EL0310030014,I|Light Shine Orange,83
EL0310030015,I|Light Shine Green,78
EL0359010150,Man Corrector Ebony,5
EL0359020150,Man Corrector Light Ebony,6
EL0359030150,Man Corrector Silver,5
EL0374010003,I|Care Extra Light Gold C3,6
EL0374010004,I|Care Copper C4,6
EL0374010006,I|Care Mahogany C6,5
EL0374010008,I|Care Mocha C8,6
EL0374010017,I|Care White Platinum C17,5
EL0374010023,I|Care Light Beige C23,6
EL0374010034,I|Care Copper Golden C34,5
EL0374010054,I|Care Ruby Red C56,5
EL0374010055,I|Care Deep Red C55,6
EL0374010077,I|Care Deep Violet C77,5
EL0374010111,I|Care Sea Blu C111,6
EL0405020050,De-Color Blu Bleach,24
EL0405020500,De-Color Blu Bleach,32
EL0405030050,De-Color Ammonia Free,25
EL0405030500,De-Color Ammonia Free,33
EL0405060500,De-Color Blueberry,25
EL0405070150,De-Color 6. Pasta,16
EL0405110500,De-Color White Bleach Empowered,44
EL0405120050,De-Color White Bleach Empowered,60
EL0501020200A,Oxi-Cream 10 Vol.,60
EL0501021000B,Oxi-Cream 10 Vol.,30
EL0501030200A,Oxi-Cream  20 Vol.,594
EL0501031000B,Oxi-Cream 20 Vol.,249
EL0501040200A,Oxi-Cream 30 Vol.,1113
EL0501041000B,Oxi-Cream 30 Vol.,717
EL0501050200A,Oxi-Cream 40 Vol.,540
EL0501051000B,Oxi-Cream 40 Vol.,0
EL0701015000,Shampoo Neutro,4
EL0701035000,Shampoo Latte,4
EL0703090250A,Primaria Energy Bath,48
EL0703100250A,Primaria Bath of Life,47
EL0703110250A,Primaria Cachemere Bath,48
EL0703120250A,Primaria White Clay Purifying Bath,48
EL0703130250A,Primaria Zinco Py Hygienising Bath,48
EL0703140250A,Primaria Stimulating Bath,47
EL0703150750A,Primaria Energy Bath,12
EL0703160750A,Primaria Bath of Life,12
EL0703170750A,Primaria Cachemere Bath,12
EL0703180750A,Primaria White Clay Purifying Bath,12
EL0703190750A,Primaria Zinco Py Hygienising Bath,13
EL0703200750A,Primaria Stimulating Bath,12
EL0707040300,Colorcare Re-Animation Shampoo,6
EL0707041000,Colorcare Re-Animation Shampoo,6
EL0707050300,Colorcare Daily Shampoo,12
EL0707060300,Colorcare Lenitive Shampoo,6
EL0707061000,Colorcare Lenitive Shampoo,6
EL0707070010,Colorcare Luminous Lotion 12vials,58
EL0707080300,Colorcare Silver Shampoo,6
EL0707081000,Colorcare Silver Shampoo,12
EL0707101000,Color Fix Shampoo,174
EL0712010250,Bambini Delicate Shampoo,12
EL0712020250,Bambini Wash-Away Shampoo,12
EL0717010250A,Refibra Restoring Shampoo,48
EL0717010750,Refibra Restoring Shampoo,6
EL071701250A,Refibra Bagno Riparatore  250 mL B.I.,0
EL0717020250,Amplea Volumizing Bath,12
EL0718010250,Sinsea Moisturizing Bath Oil,12
EL0718010750,Sinsea Moisturizing Bath Oil,3
EL0718020250,Sinsea Rebalancing Bath,12
EL0718020750,Sinsea Rebalancing Bath,5
EL0718030250,Sinsea Biodaily Bath,12
EL0718030750,Sinsea Biodaily Bath,5
EL0723010250,Sun Nourishing Shampoo,12
EL0723010300,Sun Shower Gel,12
EL0759010250,Man Day Up Shampoo,11
EL0759020250,Man Silver Shampoo,11
EL0759030250,Man Stimulating Shampoo,11
EL0759040250,Man Chill Shampoo,11
EL0764020250,Ritualiss Keratin Shampoo pH6,24
EL0803060125A,Primaria Remineralizing Water,48
EL0803070125A,Primaria Detox Tonic,120
EL0803080056A,Primaria Zinco Py Intensive Lotion 8 vials,46
EL0803090056A,Primaria Dermotonic Treatment 8 vials,48
EL0817010120A,Refibra Restructuring Cosmetic Lotion 12 vials,48
EL0859010056,Man Stimulating Lotion 8 vials,5
EL0859020056,Man Chill Lotion 8 vials,5
EL0907020300,Colorcare Leave-In Conditioner,24
EL0907040300,Colorcare Silver Conditioner,12
EL0917010200,Amplea Volumizing Spray,12
EL0960010300,Luminoil,252
EL1001010500,M&S Crema Rigenerante,6
EL1003040150A,Primaria Peeling Mask,47
EL1003080150A,Primaria Nourishing Silk Mask,48
EL1003080250A,Primaria White Clay Astringent Mask,48
EL1003090150A,Primaria Diamond Mask,36
EL1003100200A,Primaria Weightless Texturizer,47
EL1003110200A,Primaria Relaxing Ritual Mask,48
EL1003120150A,Primaria Sublimating Mask,59
EL1007020500,Colorcare Re-Animaton Pack,12
EL1007030200,Colorcare Volume Conditioner,6
EL1007040500,Color Fix Mask,265
EL1017010100A,Refibra Concentrated Restoring Mask,48
EL1018010100,Sinsea Soothing Milk,0
EL1018010200,Sinsea Soothing Milk,11
EL1018010250,Sinsea Nutrienergetic Mask,10
EL1023010250,Sun Restructuring Mask,6
EL1023030100,Sun Conditioner Cream,0
EL1064020250,Ritualiss Keratin Conditioner pH4,24
EL1109020200A,Affixx Sculpting Gel Extra,12
EL1117010075,Amplea Volumizing Pre-Treatment,12
EL1118010200,Sinsea Rebalancing Pre-Treatment,11
EL1209010500A,Affixx Hair Spray Fix Hold,12
EL1309010150A,Affixx Finish Spray Flex Hold,12
EL1309020200A,Affixx Spray Gel,12
EL1309030075,Affixx Hair Lift,12
EL1409010300A,Affix Straight Look,0
EL1509010075,Affixx Light Drops,12
EL1512010125,Bambini Tangle Remover,12
EL1518010050,Sinsea 7 Oils Blend,11
EL1523010125,Sun Protective Oil,12
EL1523020125,Sun Moisturizing Fluid,21
EL1609010200A,Affixx Pack Oil,12
EL1609020300A,Affixx Foam Strong Hold,24
EL1609030300A,Affixx Foam Flex Hold,12
EL1609040200,Affixx Curly Look,12
EL1709010125A,Affixx Format Wax,24
EL1709030100A,Affixx Design Glue,12
EL1709040100A,Affixx Rasta Gum,12
EL1709050100,Affixx Elastic Paste,12
EL1709060100,Affixx Craft Mud,12
EL1807080005,Colorcare Lenitive Serum 12vials,12
EL1807090100,Colorcare Skin Guard,44
EL1807100100,Colorcare Stain Remover Strong,12
EL1807110030,Colorcare Color Remover,17
EL1807120100,Colorcare Color Oil Additive,12
EL1807130300,Colorcare Mousse Ph 5-5.5,12
EL1807140250,Color Fix Scalp Cleanser,475
EL4459F155,Sun Crema Disciplinante,12
EL530025000,10 minute Kit,12
EL5364010000,Ritualiss Kit,5
EL5618010000,Sinsea Limited Edition Kit,0
