bl_code,name,quantity
05DCCFE7,Femme Fatale 7PC Prepack,0
05A825,Feverish,0
05C026,Fine Gold Glitter,14
05C027,Fine Silver Glitter,11
05A196,Flair,9
05PDGEN20,FLEUR DE LEIS DECAL,0
05A763,Flamboyant,9
05A081,Floral Flirt,4
05M763,FLAMBOYANT,0
05A931,Foil Me Once,4
05DCCFO12,FOILED 12pc DISPLAY,0
05DCCFO54,FOILED 54pc DISPLAY,0
05DCCFO7,FOILED 7PC PREPACK,0
05DCCFX18,Fractured 18pc Display,0
05DCCFX54,FRACTURED 54pc DISPLAY,0
05C104,Freesia Spirit,19
05A024,French Tip,1
05M024,FRENCH TIP,3
05DM4FR,FRENCHIES,11
05A740,Frills,5
05A855,Front row diva,16
05A791,Frosted Cocoa,8
NA5337,Fuschia Chrome,3
05PSGENA06,FUSHCIA,0
05PDGEGXL1,GEMS N ROSES,0
05PDGEG09,GEOMETRIC ART,29
05A903,Get a Clue,6
05C085,Get the Blues,22
05AFN01,Get Your Lem_on,3
05AFN06,Gimme a Grape Big Kiss,6
ABM5259,Gingerbread,16
05A908,Give Me a Hint,7
CCLB000002,Glam,0
05DGLITTERB,Glitter B_Striper Kit,0
05AGN05,Glitter Envy,4
CCLB000001,Glitter Hologram,0
05DGV27,GLITTER VIXEN 27PC,0
05DGV27L,GLITTER VIXEN 27PC LIP,0
05DGV54,GLITTER VIXEN 54PC,0
05DPRIG,Glitters_Striper Kit,2
05C111,Glitz&Glam,0
05C086,Go Green,9
05PSGENA02,GOLD,0
05PSGEN01,GOLD BULLION,5
NA5339,Gold Chrome,4
05PSGENA17,GOLD FOIL FLAKES,0
05A780,Gold Glitter,3
05C016,Gold Glitter,1
05C071,Gold Hologram,12
05PSGEN14,GOLD HOLOGRAM FLOWERS,0
05PSGEN51,GOLD HOLOGRAM HEARTS,28
05PSGEN03,GOLD HOLOGRAM STARS,30
05PSGEN08,GOLD ICE,39
05PDGEG12,GOLDEN ZEBRA,28
05PDGEGXL10,GOLDEN ZEBRA,0
05DGV7,GLITTER VIXEN 7PC,2
05A888,Gossip Column,0
05C080,Grape Escape,15
05C006,Green,2
05PSGENA09,GREEN,0
NA5334,Green Chrome,4
05PSGEN21,GREEN CRUSHED SHELL,0
05C028,Green Glitter,7
05PSGEN56,GREEN HOLOGRAM HEARTS,0
05PSGEN65,GREEN HOLOGRAM FLOWERS,31
05PSGEN76,GREEN HOLOGRAM STARS,0
05PSGEN93,GREEN LEMON,0
05C108,Green Rainbow,10
05PSGEN45,GREEN RAINBOW HEARTS,0
05PSGEN36,GREEN RAINBOW STARS,35
05PSGEN28,GREEN SAND,0
05PSGEN82,GREEN STARS,0
05A840,Groove Thang,9
05A812,Haute Couture,10
05AFX06,Have a Bash (Blue),18
05A801,He Loves Me,9
05A048,Heart to Heart,0
05PDGEG11,HEARTS OF GOLD,17
05A750,Hearts on Fire,3
05A068,Hey Gorgeous,2
05A881,High Society,4
05M881,HIGH SOCIETY,0
05A798,Hold Em,6
05M798,HOLD EM,0
