bl_code,brand,name,size,color,uom,part_number,payment_term,description,supplier_code,movement,supplier,family,international_cost,retail_price,professional_price,status,inventory_location,qty
CG70281,China Glaze,Aqua Baby,14ml/0.5oz,,piece,CGPNO_AquaBaby,Cash,"Core Colour Current, 2004 Patent Leather II Collection",70281,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,32
CG80737,China Glaze,Aquadelic,14ml/0.5oz,,piece,CGPNO_Aquadelic,Cash,2012 Electropop Collection,80737,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,31
CG81326,China Glaze,Are You Jelly?,14ml/0.5oz,,piece,CGPNO_AreYouJelly,Cash,2013 Sunsational Collection,81326,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,3
CG81158,China Glaze,Astro-Hot,14ml/0.5oz,,piece,CGPNO_AstroHot,Cash,2013 Hologlam Collection,81158,C,American  International Industries,,2.82,600,410,Discontinued,BLPI - Dasma,26
CG81765,China Glaze,At Vase Value,14ml/0.5oz,,piece,CGPNO_AtVaseValue,Cash,2014 City Flourish Collection,81765,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG80861,China Glaze,Atelier Tulle,14ml/0.5oz,,piece,CGPNO_AtelierTulle,Cash,2007 Immaterial Gurl Collection,80861,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80406,China Glaze,Atlantis,14ml/0.5oz,,piece,CGPNO_Atlantis,Cash,2009 Specialty Colors,80406,C,American  International Industries,,1.7,350,250,Active,BLPI - Dasma,10
CG80605,China Glaze,Attraction,14ml/0.5oz,,piece,CGPNO_Attraction,Cash,2012 Magnetix,80605,C,American  International Industries,,2.4,520,350,Discontinued,BLPI - Dasma,206
CG70381,China Glaze,Australian Alabaster,14ml/0.5oz,,piece,CGPNO_AustralianAlabaster,Cash,"2005 Down Under Collection, Old Code 70526",70381,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81382,China Glaze,Autumn Nights 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_AutumnNights12pcDisplaywith12pcbackuptotal24pcs,Cash,2013 Autumn Nights Collection. Price is for 22pcs so 2pcs + display are FREE.  ,81382,C,American  International Industries,,54,,8000,Discontinued,BLPI - Dasma,0
CG81383,China Glaze,Autumn Nights 12pc Display with 24pc backup (total 36pcs),14ml/0.5oz bottles,,display,CGPNO_AutumnNights12pcDisplaywith24pcbackuptotal36pcs,Cash,2013 Autumn Nights Collection. Price is for 33pcs so 3pcs + display are FREE.  ,81383,C,American  International Industries,,81,,,Discontinued,BLPI - Dasma,0
CG81381,China Glaze,Autumn Nights 12pc in 12pc Display,14ml/0.5oz bottles,,display,CGPNO_AutumnNights12pcin12pcDisplay,Cash,2013 Autumn Nights Collection. Price is for 11pcs so 1pc + the display are FREE.  ,81381,C,American  International Industries,,27,,4000,Discontinued,BLPI - Dasma,0
CG81385,China Glaze,Autumn Nights 36pc Prepack,14ml/0.5oz bottles,,display,CGPNO_AutumnNights36pcPrepack,Cash,2013 Autumn Nights Collection. Price is for 33pcs so 3pcs are FREE.  ,81385,C,American  International Industries,,81,,,Discontinued,BLPI - Dasma,0
CG81384,China Glaze,Autumn Nights 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_AutumnNights36pcRack,Cash,2013 Autumn Nights Collection. Price is for polishes only so rack is FREE.  Price is for polishes only so rack is FREE.,81384,C,American  International Industries,,81,,,Discontinued,BLPI - Dasma,0
CG81379,China Glaze,"Autumn Nights Gossip Over Gimlets 6pc Set, Includes: Gossip Over Gimlets, Kiss My Glass, Public Relations, Queen B, Charmed, I'm Sure and Rendezvous With You",14ml/0.5oz bottles,,set,CGPNO_Autumn NightsGossipOverGimlets6pcSet,Cash,2013 Autumn Nights Collection,81379,C,American  International Industries,,5.43,,1320,Discontinued,BLPI - Dasma,0
CG81378,China Glaze,"Autumn Nights Strike Up A Cosmo 6pc Set, Includes: Strike Up A Cosmo, Red-y & Willing, Don’t Make Me Wine, Scandalous Shenanigans, Tongue & Chic and Goldie But Goodie",14ml/0.5oz bottles,,set,CGPNO_AutumnNightsStrikeUpACosmo6pcSet,Cash,2013 Autumn Nights Collection,81378,C,American  International Industries,,5.43,,1320,Discontinued,BLPI - Dasma,0
CG77030,China Glaze,Avalanche,14ml/0.5oz,,piece,CGPNO_Avalanche,Cash,Core Colour Current,77030,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,37
CG81204,China Glaze,Avant Garden 12pc Display,14ml/0.5oz bottles,,display,CGPNO_AvantGarden12pcDisplay,Cash,2013 Avant Garden Collection. Price is for 11pcs only so 1pc + the display are FREE.  ,81204,C,American  International Industries,,18.09,,2650,Discontinued,BLPI - Dasma,0
CG81205,China Glaze,Avant Garden 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_AvantGarden12pcDisplaywith12pcbackup(total24pcs),Cash,2013 Avant Garden Collection. Price is for 22pcs so 2pcs + display are FREE.  ,81205,C,American  International Industries,,36.18,,5300,Discontinued,BLPI - Dasma,0
CG81207,China Glaze,Avant Garden 12pc Display with 24pc backup (total 36pcs),14ml/0.5oz bottles,,display,CGPNO_AvantGarden12pcDisplaywith24pcbackup(total36pcs),Cash,2013 Avant Garden Collection. Price is for 33pcs so 3pcs + display are FREE.  ,81207,C,American  International Industries,,54.27,,8000,Discontinued,BLPI - Dasma,0
CG81297,China Glaze,Avant Garden 36pc Display,14ml/0.5oz bottles,,display,CGPNO_AvantGarden36pcDisplay,Cash,2013 Avant Garden Collection. Price is for 33pcs so 3pcs + display are FREE.  ,81297,C,American  International Industries,,54.27,,8000,Discontinued,BLPI - Dasma,0
CG81206,China Glaze,Avant Garden 36pc Prepack,14ml/0.5oz bottles,,set,CGPNO_AvantGarden36pcPrepack,Cash,2013 Avant Garden Collection. Price is for 33pcs so 3pcs + display are FREE.  ,81206,C,American  International Industries,,54.27,,8000,Discontinued,BLPI - Dasma,0
CG81202,China Glaze,"Avant Garden Blooming Brights 6pc Set, Includes: Dandy Lyin' Around, Keep Calm, Paint On, Fade Into Hue, Tart-y For The Party, Pink-ie Promise & Life Is Rosy",14ml/0.5oz bottles,,set,CGPNO_AvantGardenBloomingBrights6pcSet,Cash,2013 Avant Garden Collection,81202,C,American  International Industries,,9.04,,1320,Discontinued,BLPI - Dasma,0
CG81201,China Glaze,"Avant Garden Pastel Petals 6pc Set, Includes: Budding Romance, Sunday Funday, Fancy Pants, Snap My Dragon, Passion For Petals & Mimosas Before Manis",14ml/0.5oz bottles,,set,CGPNO_AvantGardenPastelPetals6pcSet,Cash,2013 Avant Garden Collection,81201,C,American  International Industries,,9.04,,1320,Discontinued,BLPI - Dasma,0
CG80208,China Glaze,Awaken,14ml/0.5oz,,piece,CGPNO_Awaken,Cash,2009 Romantique Collection,80208,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,5
CG72050,China Glaze,Awakening,14ml/0.5oz,,piece,CGPNO_Awakening,Cash,"Core Colour Current, 2000 Pure Platinum Collection, Platinum Series Collection and 2005 Urban Chic Collection, Old supplier Code CGX2203",72050,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,44
CG70529,China Glaze,Aztec Orange,14ml/0.5oz,,piece,CGPNO_AztecOrange,Cash,Core Colour Current,70529,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,48
CG80906,China Glaze,B-Girlz,14ml/0.5oz,,piece,CGPNO_B-Girlz,Cash,2009 Kicks - Lace Up In Colour Collection,80906,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,1
CG81041,China Glaze,"Baby It's Cold Outside 4pc Set, Includes: Icicle, Blue Years Eve, Poinsettia+ 1 Fingerless Gloves FREE",14ml/0.5oz bottles,,set,CGPNO_BabyItsColdOutside4pcSet,Cash,2012 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81041,C,American  International Industries,,4.5,450,320,Discontinued,BLPI - Dasma,0
CG80389,China Glaze,Bad Kitty,14ml/0.5oz,,piece,CGPNO_BadKitty,Cash,2009 Specialty Colors,80389,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,5
CG70344,China Glaze,Bad Landing,14ml/0.5oz,,piece,CGPNO_BadLanding,Cash,Core Colour Current,70344,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,26
CG80878,China Glaze,Bahama Blues 12pc Display,14ml/0.5oz bottles,,display,CGPNO_BahamaBlues12pcDisplay,Cash,2008 Bahama Blues Collection. Price is for 11pcs so 1pc + the display are FREE.  ,80878,C,American  International Industries,,17.55,,2420,Discontinued,BLPI - Dasma,0
CG80876,China Glaze,Bahama Blues 6pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_BahamaBlues6pcBoxCollection,Cash,2008 Bahama Blues Collection,80876,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CG80877,China Glaze,Bahama Blues 6pc Display,14ml/0.5oz bottles,,display,CGPNO_BahamaBlues6pcDisplay,Cash,2008 Bahama Blues Collection. Price is for polish only so display is FREE.  ,80877,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CG80875,China Glaze,Bahamian Escape,14ml/0.5oz,,piece,CGPNO_BahamianEscape,Cash,"2010 Rainbow of Hope Collection, 2008 Bahama Blues Collection",80875,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,28
CGCGX158,China Glaze,Bali Bliss,14ml/0.5oz,,piece,CGPNO_BaliBliss,Cash,2002 Bali Bliss Collection,CGXI58,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70285,China Glaze,Ball N' Chain,14ml/0.5oz,,piece,CGPNO_BallNChain,Cash,2004 Wedding Diva Collection,70285,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70621,China Glaze,Bare If You Dare,14ml/0.5oz,,piece,CGPNO_BareIfYouDare,Cash,"Core Colour Current, 2006 Fiji Fling Collection",70621,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,11
CGCGT406,China Glaze,Barefoot Beauty,14ml/0.5oz,,piece,CGPNO_BarefootBeauty,Cash,2001 Babes In Toeland II Collection,CGT406,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CGCGT100,China Glaze,Barefoot In The Park,14ml/0.5oz,,piece,CGPNO_BarefootInThePark,Cash,2000 Babes In Toeland I Collection,CGT100,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70647,China Glaze,Bashful,14ml/0.5oz,,piece,CGPNO_Bashful,Cash,"Core Colour Old, 2008 Soft Shades Collection",70647,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG81491,China Glaze,Bat My Eyes,14ml/0.5oz,,piece,CGPNO_BatMyEyes,Cash,2013 Monsters Ball Collection,81491,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,66
CG25183,China Glaze,"Be Electric Minis Set, Includes: Pink Voltage, Flying Dragon, Turned Up Turquoise & Sun Worshipper",0.325oz bottles,,set,CGPNO_BeElectricMinisSet,Cash,2011 Promo,25183,C,American  International Industries,,3.98,,590,Discontinued,BLPI - Dasma,0
CG81393,China Glaze,"Be Merry, Be Bright",14ml/0.5oz,,piece,CGPNO_BeMerryBeBright,Cash,2013 Happy Holiglaze Collection,81393,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,23
CG81791,China Glaze,Be More Pacific,14ml/0.5oz,,piece,CGPNO_BeMorePacific,Cash,2014 Off Shore Summer Collection,81791,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,77
CG80439,China Glaze,Beach Cruise-R,14ml/0.5oz,,piece,CGPNO_BeachCruise-R,Cash,2012 Summer Neons,80439,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,357
CG70254,China Glaze,Beatnik,14ml/0.5oz,,piece,CGPNO_Beatnik,Cash,"2003 Bohemian Chic Collection, Old Supplier Code CGX185",70254,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70622,China Glaze,Beauty and the Beach,14ml/0.5oz,,piece,CGPNO_BeautyandtheBeach,Cash,Core Colour Current,70622,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,10
CG81110,China Glaze,Beauty Within,14ml/0.5oz,,piece,CGPNO_BeautyWithin,Cash,2012 Breast Cancer Awareness - United In Purpose Collection,81110,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,756
CGCGX2217,China Glaze,Beige Chiffon,14ml/0.5oz,,piece,CGPNO_BeigeChiffon,Cash,Platinum Series Collection,CGCGX2217,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81035,China Glaze,"Belle Of The Ball 3pc Set, Includes: Champagne Bubbles, Tinsel Town + 1 Festive Ornament FREE",14ml/0.5oz bottles,,set,CGPNO_BelleOfTheBall3pcSet,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81035,C,American  International Industries,,3.15,350,260,Discontinued,BLPI - Dasma,332
CG81397,China Glaze,Bells Will Be Blinging,14ml/0.5oz,,piece,CGPNO_BellsWillBeBlinging,Cash,2013 Happy Holiglaze Collection,81397,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,26
CG80973,China Glaze,Below Deck,14ml/0.5oz,,piece,CGPNO_BelowDeck,Cash,2011 Anchors Away Collection,80973,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,5
CG81128,China Glaze,Bend Over Backwards,14ml/0.5oz,,piece,CGPNO_BendOverBackwards,Cash,2012 Cirque Du Soleil Worlds Away Collection,81128,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,60
CG80871,China Glaze,Bermuda Breakaway,14ml/0.5oz,,piece,CGPNO_BermudaBreakaway,Cash,"2009 What's Your Color? Collection, 2008 Bahama Blues Collection",80871,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,22
CG81037,China Glaze,"Berry Sweet Holiday 3pc Set, Includes: Velvet Bow, Ring in the Red + 1 Holiday Berry Lotion FREE              ",14ml/0.5oz bottles,,set,CGPNO_BerrySweetHoliday3pcSet,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81037,C,American  International Industries,,3.15,350,260,Discontinued,BLPI - Dasma,370
CG70870,China Glaze,Best Selling Core Rack 2007/2008 12pc,14ml/0.5oz bottles,,display,CGPNO_BestSellingCoreRack2007-2008_12pc,Cash,"Price is for polishes only, rack is FREE. ",70870,C,American  International Industries,,15.72,,2420,Discontinued,BLPI - Dasma,0
CG70874,China Glaze,Best Selling Core Rack 2007/2008 36pc,14ml/0.5oz bottles,,display,CGPNO_BestSellingCoreRack2007-2008_36pc,Cash,Rack with polish.,70874,C,American  International Industries,,52.65,,,Discontinued,BLPI - Dasma,0
CG70819,China Glaze,Best Selling Core 12pc Display 2010,14ml/0.5oz bottles,,display,CGPNO_BestSellingCore12pcDisplay2010,Cash,"Price is for polishes only, rack is FREE.",70819,C,American  International Industries,,15.72,,2420,Discontinued,BLPI - Dasma,2
CG71854,China Glaze,Best Selling Core Rack 36pc 2010 ,14ml/0.5oz bottles,,display,CGPNO_BestSellingCoreRack_2010_36pc,Cash,Rack with polish.,71854,C,American  International Industries,,52.56,,,Discontinued,BLPI - Dasma,14
CG80585,China Glaze,Beyond Baroque,,,piece,CGPNO_BeyondBaroque,Cash,2012 Nail Appliques Collection,80585,C,American  International Industries,,1.59,350,220,Discontinued,BLPI - Dasma,716
CG80803,China Glaze,BFF,14ml/0.5oz,,piece,CGPNO_BFF,Cash,2008 OMG! Collection,80803,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG70328,China Glaze,Bing Cherry,14ml/0.5oz,,piece,CGPNO_BingCherry,Cash,Core Colour Current,70328,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,67
CG80784,China Glaze,Bizarre Blurple,14ml/0.5oz,,piece,CGPNO_BizarreBlurple,Cash,2012 Wicked Collection,80784,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,32
CG77029,China Glaze,Black Diamond,14ml/0.5oz,,piece,CGPNO_BlackDiamond,Cash,Core Colour Current,77029,C,American  International Industries,,1.7,350,250,Active,BLPI - Dasma,121
CG81053,China Glaze,Black Mesh,14ml/0.5oz,,piece,CGPNO_BlackMesh,Cash,2011 Crackle Glaze Collection,81053,C,American  International Industries,,1.99,350,290,Discontinued,BLPI - Dasma,7
CG81235,China Glaze,Bling It On,14ml/0.5oz,,piece,CGPNO_BlingItOn,Cash,2013 Glitz 'N Pieces Collection,81235,C,American  International Industries,,1.714,320,280,Discontinued,BLPI - Dasma,160
CG70680,China Glaze,Blissful,14ml/0.5oz,,piece,CGPNO_Blissful,Cash,"Core Colour Old, 2008 Soft Shades Collection",70680,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG72042,China Glaze,Blk-Bila-Bong,14ml/0.5oz,,piece,CGPNO_Blk-Bila-Bong,Cash,2007 Surf Collection,72042,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80769,China Glaze,Blonde Bombshell,14ml/0.5oz,,piece,CGPNO_BlondeBombshell,Cash,2011 Eye Candy Collection,80769,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,0
CG80653,China Glaze,Blue Bells Ring,14ml/0.5oz,,piece,CGPNO_BlueBellsRing,Cash,2012 Holiday Joy Collection,80653,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,35
CG80403,China Glaze,Blue Hawaiian,14ml/0.5oz,,piece,CGPNO_BlueHawaiian,Cash,2009 Specialty Colors,80403,C,American  International Industries,,1.7,350,250,Discontinued,BLPI - Dasma,3
CG80704,China Glaze,Blue Iguana,14ml/0.5oz,,piece,CGPNO_BlueIguana,Cash,2011 Island Escape Collection,80704,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,4
CG80873,China Glaze,Blue Island Iced Tea,14ml/0.5oz,,piece,CGPNO_BlueIslandIcedTea,Cash,2008 Bahama Blues Collection,80873,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,3
CG80872,China Glaze,Blue Paradise,14ml/0.5oz,,piece,CGPNO_BlueParadise,Cash,2008 Bahama Blues Collection,80872,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80840,China Glaze,Blue Sparrow,14ml/0.5oz,,piece,CGPNO_BlueSparrow,Cash,2008 INK Collection,80840,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG81396,China Glaze,So Blue Without You,14ml/0.5oz,,piece,CGPNO_SoBlueWithoutYou,Cash,2013 Happy Holiglaze Collection,81396,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,17
CG80521,China Glaze,Blue Year's Eve,14ml/0.5oz,,piece,CGPNO_BlueYearsEve,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,80521,C,American  International Industries,,2.1,450,310,Discontinued,BLPI - Dasma,22
CG72137,China Glaze,BLUSH 12pc Display,14ml/0.5oz bottles,,display,CGPNO_BLUSH12pcDisplay,Cash,2007 Blush Collection. Price is for 11pcs so 1pc + the display are FREE. ,72137,C,American  International Industries,,17.55,,2420,Discontinued,BLPI - Dasma,0
CG72136,China Glaze,BLUSH 6pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_BLUSH6pcBoxCollection,Cash,2007 Blush Collection,72136,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CG72141,China Glaze,BLUSH Trio - Afterglow,14ml/0.5oz,,set,CGPNO_BLUSHTrio-Afterglow,Cash,2007 Blush Collection,72141,C,American  International Industries,,4.39,,660,Discontinued,BLPI - Dasma,0
CG72139,China Glaze,BLUSH Trio - Inner Beauty,14ml/0.5oz,,set,CGPNO_BLUSHTrio-InnerBeauty,Cash,2007 Blush Collection,72139,C,American  International Industries,,4.39,,660,Discontinued,BLPI - Dasma,0
CG72140,China Glaze,BLUSH Trio - Linger ,14ml/0.5oz,,set,CGPNO_BLUSHTrio-Linger ,Cash,2007 Blush Collection,72140,C,American  International Industries,,4.39,,660,Discontinued,BLPI - Dasma,0
CG70642,China Glaze,Blushing,14ml/0.5oz,,piece,CGPNO_Blushing,Cash,Core Colour Old and 2007 BLUSH Collection,70642,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80508,China Glaze,Bogie,14ml/0.5oz,,piece,CGPNO_Bogie,Cash,2010 Vintage Vixen Collection,80508,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,11
CG70511,China Glaze,Bohemian Chic,14ml/0.5oz,,piece,CGPNO_BohemianChic,Cash,"2003 Bohemian Chic Collection, Old Supplier Code CGX184",70511,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70547,China Glaze,Bohemian Rhapsody,14ml/0.5oz,,piece,CGPNO_BohemianRhapsody,Cash,"2003 Bohemian Chic Collection, Old Supplier Code CGX186",70547,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81142,China Glaze,Bond-Tastic,14ml/0.5oz,,piece,CGPNO_Bond-Tastic,Cash,2012 Magnetix II Collection,81142,C,American  International Industries,,2.4,520,350,Discontinued,BLPI - Dasma,128
CG81492,China Glaze,Boo-Gie Down,14ml/0.5oz,,piece,CGPNO_Boo-GieDown,Cash,2013 Monsters Ball Collection,81492,C,American  International Industries,,1.512,350,220,Discontinued,BLPI - Dasma,57
CG81321,China Glaze,Bottoms Up,14ml/0.5oz,,piece,CGPNO_BottomsUp,Cash,2013 Sunsational Collection,81321,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,52
CG82273,China Glaze,Boundary Of Memory,14ml/0.5oz,,piece,CGPNO_BoundaryOfMemory,Cash,2014 The Giver Collection,82273,C,American  International Industries,,1.51,350,220,Inactive,BLPI - Dasma,0
